"","X","status_conta","duracao_mes","hist_credito","proposito","qtdd_credito","reserva","temp_man_empr_atual","percen_tx_rendim_disp","genero","estado_civil","dev_fiadores","tempo_res_atual","patrimonio","idade_anos","outros_par","habitacao","n_creditos","status_ocupacional","n_corresponsaveis","telefone","estrangeiro","classe","ID"
"378",378,"Inexistente",7,"Pago mas já esteve em atraso","rádio/televisão",846,"Desconhecido/Inexistente","> 7",3,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",36,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",378
"379",379,"Regular",36,"Pago em dia","carro (novo)",14318,"< 100","> 7",4,"Homem"," solteiro","nenhum",2,"Sem posses/
desconhecido",57,"nenhum","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",379
"380",380,"Inexistente",6,"Pendente (outros bancos)","carro (novo)",362,"100 - 500","1 - 4",4,"Mulher","uniao registrada","nenhum",4,"Carro/outro",52,"nenhum","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",380
"381",381,"Negativo",20,"Pago em dia","móveis/equipamentos",2212,"Desconhecido/Inexistente","4 - 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",39,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",381
"382",382,"Regular",18,"Pago em dia","carro (usado)",12976,"< 100","desempregado",3,"Mulher","uniao registrada","nenhum",4,"Sem posses/
desconhecido",38,"nenhum","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",382
"383",383,"Inexistente",22,"Pago em dia","carro (novo)",1283,"Desconhecido/Inexistente","4 - 7",4,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",25,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",383
"384",384,"Alto",12,"Pago em dia","carro (novo)",1330,"< 100","...<1ano",4,"Homem"," solteiro","nenhum",1,"Imóvel",26,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",384
"385",385,"Inexistente",30,"Pago mas já esteve em atraso","negócios",4272,"100 - 500","1 - 4",2,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",26,"nenhum","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",385
"386",386,"Inexistente",18,"Pendente (outros bancos)","rádio/televisão",2238,"< 100","1 - 4",2,"Mulher","uniao registrada","nenhum",1,"Carro/outro",25,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",386
"387",387,"Inexistente",18,"Pago em dia","rádio/televisão",1126,"Desconhecido/Inexistente","...<1ano",4,"Mulher","uniao registrada","nenhum",2,"Imóvel",21,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",387
"388",388,"Regular",18,"Pendente (outros bancos)","móveis/equipamentos",7374,"< 100","desempregado",4,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",40,"lojas","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",388
"389",389,"Regular",15,"Pendente (outros bancos)","negócios",2326,"500 - 1000","1 - 4",2,"Homem"," solteiro","nenhum",4,"Carro/outro",27,"banco","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",389
"390",390,"Inexistente",9,"Pago em dia","negócios",1449,"< 100","4 - 7",3,"Mulher","uniao registrada","nenhum",2,"Carro/outro",27,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",390
"391",391,"Inexistente",18,"Pago em dia","carro (novo)",1820,"< 100","1 - 4",2,"Homem","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",30,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",391
"392",392,"Regular",12,"Pago em dia","móveis/equipamentos",983,"> 1000","...<1ano",1,"Mulher","uniao registrada","nenhum",4,"Imóvel",19,"nenhum","alugada",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",392
"393",393,"Negativo",36,"Pago em dia","carro (novo)",3249,"< 100","4 - 7",2,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",39,"banco","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",393
"394",394,"Negativo",6,"Pendente (outros bancos)","rádio/televisão",1957,"< 100","4 - 7",1,"Mulher","uniao registrada","nenhum",4,"Carro/outro",31,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",394
"395",395,"Inexistente",9,"Pendente (outros bancos)","móveis/equipamentos",2406,"< 100","desempregado",2,"Homem"," solteiro","nenhum",3,"Carro/outro",31,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Nenhum","Sim","Bom",395
"396",396,"Regular",39,"Pago mas já esteve em atraso","educação",11760,"100 - 500","4 - 7",2,"Homem"," solteiro","nenhum",3,"Sem posses/
desconhecido",32,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",396
"397",397,"Negativo",12,"Pago em dia","móveis/equipamentos",2578,"< 100","desempregado",3,"Mulher","uniao registrada","nenhum",4,"Sem posses/
desconhecido",55,"nenhum","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Nenhum","Sim","Bom",397
"398",398,"Negativo",36,"Pendente (outros bancos)","móveis/equipamentos",2348,"< 100","1 - 4",3,"Homem","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",46,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",398
"399",399,"Regular",12,"Pago em dia","carro (novo)",1223,"< 100","> 7",1,"Homem","uniao registrada","nenhum",1,"Imóvel",46,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",399
"400",400,"Inexistente",24,"Pendente (outros bancos)","rádio/televisão",1516,"> 1000","1 - 4",4,"Mulher","uniao registrada","nenhum",1,"Imóvel",43,"nenhum","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",400
"401",401,"Inexistente",18,"Pago em dia","rádio/televisão",1473,"< 100","...<1ano",3,"Homem","uniao registrada","nenhum",4,"Imóvel",39,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",401
"402",402,"Regular",18,"Pendente (outros bancos)","negócios",1887,"Desconhecido/Inexistente","1 - 4",4,"Homem","uniao registrada","nenhum",4,"Imóvel",28,"banco","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",402
"403",403,"Inexistente",24,"Pago mas já esteve em atraso","negócios",8648,"< 100","...<1ano",2,"Homem"," solteiro","nenhum",2,"Carro/outro",27,"banco","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",403
"404",404,"Inexistente",14,"Pago mas já esteve em atraso","carro (novo)",802,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",2,"Carro/outro",27,"nenhum","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",404
"405",405,"Regular",18,"Pago mas já esteve em atraso","carro (novo)",2899,"Desconhecido/Inexistente","> 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",43,"nenhum","própria",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Bom",405
"406",406,"Regular",24,"Pago em dia","rádio/televisão",2039,"< 100","...<1ano",1,"Homem","uniao registrada","nenhum",1,"Poupança/
Seguro de vida",22,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",406
"407",407,"Inexistente",24,"Pendente (outros bancos)","carro (usado)",2197,"Desconhecido/Inexistente","4 - 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",43,"nenhum","própria",2,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",407
"408",408,"Negativo",15,"Pago em dia","rádio/televisão",1053,"< 100","...<1ano",4,"Homem","uniao registrada","nenhum",2,"Imóvel",27,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Não","Bom",408
"409",409,"Inexistente",24,"Pago em dia","rádio/televisão",3235,"500 - 1000","> 7",3,"Homem","uniao registrada","nenhum",2,"Carro/outro",26,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",409
"410",410,"Alto",12,"Pendente (outros bancos)","carro (novo)",939,"500 - 1000","4 - 7",4,"Homem","uniao registrada","nenhum",2,"Imóvel",28,"nenhum","própria",3,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",410
"411",411,"Regular",24,"Pago em dia","rádio/televisão",1967,"< 100","> 7",4,"Mulher","uniao registrada","nenhum",4,"Carro/outro",20,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",411
"412",412,"Inexistente",33,"Pendente (outros bancos)","carro (usado)",7253,"< 100","4 - 7",3,"Homem"," solteiro","nenhum",2,"Carro/outro",35,"nenhum","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",412
"413",413,"Inexistente",12,"Pendente (outros bancos)","negócios",2292,"< 100","desempregado",4,"Homem"," solteiro","nenhum",2,"Carro/outro",42,"lojas","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",413
"414",414,"Inexistente",10,"Pago em dia","carro (novo)",1597,"500 - 1000","1 - 4",3,"Homem"," solteiro","nenhum",2,"Sem posses/
desconhecido",40,"nenhum","alugada",1,"não qualificado - residente",2,"Nenhum","Não","Bom",414
"415",415,"Negativo",24,"Pago em dia","carro (novo)",1381,"Desconhecido/Inexistente","1 - 4",4,"Mulher","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",35,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",415
"416",416,"Inexistente",36,"Pendente (outros bancos)","carro (usado)",5842,"< 100","> 7",2,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",35,"nenhum","própria",2,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",416
"417",417,"Negativo",12,"Pago em dia","carro (novo)",2579,"< 100","...<1ano",4,"Homem"," solteiro","nenhum",1,"Imóvel",33,"nenhum","própria",1,"não qualificado - residente",2,"Nenhum","Sim","Ruim",417
"418",418,"Negativo",18,"Pago mas já esteve em atraso","educação",8471,"Desconhecido/Inexistente","1 - 4",1,"Mulher","uniao registrada","nenhum",2,"Carro/outro",23,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",418
"419",419,"Inexistente",21,"Pago em dia","carro (novo)",2782,"500 - 1000","4 - 7",1,"Mulher","uniao registrada","nenhum",2,"Carro/outro",31,"banco","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Nenhum","Sim","Bom",419
"420",420,"Regular",18,"Pago em dia","carro (novo)",1042,"Desconhecido/Inexistente","1 - 4",4,"Mulher","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",33,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",420
"421",421,"Inexistente",15,"Pago em dia","carro (novo)",3186,"> 1000","4 - 7",2,"Mulher","uniao registrada","nenhum",3,"Carro/outro",20,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",421
"422",422,"Regular",12,"Pago em dia","carro (usado)",2028,"Desconhecido/Inexistente","1 - 4",4,"Homem"," solteiro","nenhum",2,"Carro/outro",30,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",422
"423",423,"Regular",12,"Pendente (outros bancos)","carro (novo)",958,"< 100","4 - 7",2,"Homem"," solteiro","nenhum",3,"Imóvel",47,"nenhum","própria",2,"não qualificado - residente",2,"Nenhum","Sim","Bom",423
"424",424,"Inexistente",21,"Pago mas já esteve em atraso","móveis/equipamentos",1591,"100 - 500","4 - 7",4,"Homem"," solteiro","nenhum",3,"Imóvel",34,"nenhum","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Nenhum","Sim","Bom",424
"425",425,"Regular",12,"Pago em dia","móveis/equipamentos",2762,"Desconhecido/Inexistente","> 7",1,"Mulher","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",25,"banco","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",425
"426",426,"Regular",18,"Pago em dia","carro (usado)",2779,"< 100","1 - 4",1,"Homem","uniao registrada","nenhum",3,"Carro/outro",21,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",426
"427",427,"Inexistente",28,"Pendente (outros bancos)","rádio/televisão",2743,"< 100","> 7",4,"Homem"," solteiro","nenhum",2,"Carro/outro",29,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",427
"428",428,"Inexistente",18,"Pendente (outros bancos)","rádio/televisão",1149,"> 1000","1 - 4",4,"Homem"," solteiro","nenhum",3,"Imóvel",46,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",428
"429",429,"Inexistente",9,"Pago em dia","móveis/equipamentos",1313,"< 100","> 7",1,"Homem"," solteiro","nenhum",4,"Carro/outro",20,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",429
"430",430,"Negativo",18,"Pendente (outros bancos)","reparos",1190,"< 100","desempregado",2,"Mulher","uniao registrada","nenhum",4,"Sem posses/
desconhecido",55,"nenhum","de graça",3,"desempregado/não qualificado - não residente",2,"Nenhum","Sim","Ruim",430
"431",431,"Inexistente",5,"Pago em dia","negócios",3448,"< 100","4 - 7",1,"Homem"," solteiro","nenhum",4,"Imóvel",74,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",431
"432",432,"Regular",24,"Pago em dia","carro (usado)",11328,"< 100","1 - 4",2,"Homem"," solteiro","co-requerente",3,"Carro/outro",29,"banco","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",432
"433",433,"Negativo",6,"Pendente (outros bancos)","móveis/equipamentos",1872,"< 100","desempregado",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",36,"nenhum","de graça",3,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",433
"434",434,"Inexistente",24,"Pendente (outros bancos)","reparos",2058,"< 100","1 - 4",4,"Homem","uniao registrada","nenhum",2,"Imóvel",33,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",434
"435",435,"Negativo",9,"Pago em dia","móveis/equipamentos",2136,"< 100","1 - 4",3,"Homem"," solteiro","nenhum",2,"Imóvel",25,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",435
"436",436,"Regular",12,"Pago em dia","rádio/televisão",1484,"Desconhecido/Inexistente","1 - 4",2,"Homem","uniao registrada","nenhum",1,"Imóvel",25,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",436
"437",437,"Inexistente",6,"Pago em dia","reparos",660,"500 - 1000","4 - 7",2,"Homem","uniao registrada","nenhum",4,"Imóvel",23,"nenhum","alugada",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",437
"438",438,"Inexistente",24,"Pendente (outros bancos)","carro (novo)",1287,"> 1000","> 7",4,"Mulher","uniao registrada","nenhum",4,"Imóvel",37,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",438
"439",439,"Negativo",42,"Pendente (outros bancos)","reparos",3394,"< 100","desempregado",4,"Homem"," solteiro","co-requerente",4,"Carro/outro",65,"nenhum","própria",2,"desempregado/não qualificado - não residente",1,"Nenhum","Sim","Bom",439
"440",440,"Alto",12,"Quitados","negócios",609,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",1,"Imóvel",26,"nenhum","própria",1,"desempregado/não qualificado - não residente",1,"Nenhum","Sim","Ruim",440
"441",441,"Inexistente",12,"Pago em dia","carro (novo)",1884,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",39,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",441
"442",442,"Negativo",12,"Pago em dia","móveis/equipamentos",1620,"< 100","1 - 4",2,"Mulher","uniao registrada","co-requerente",3,"Poupança/
Seguro de vida",30,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",442
"443",443,"Regular",20,"Pago mas já esteve em atraso","carro (usado)",2629,"< 100","1 - 4",2,"Homem"," solteiro","nenhum",3,"Carro/outro",29,"banco","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",443
"444",444,"Inexistente",12,"Pago em dia","educação",719,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",41,"banco","própria",1,"não qualificado - residente",2,"Nenhum","Sim","Ruim",444
"445",445,"Regular",48,"Pendente (outros bancos)","móveis/equipamentos",5096,"< 100","1 - 4",2,"Mulher","uniao registrada","nenhum",3,"Carro/outro",30,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",445
"446",446,"Inexistente",9,"Pendente (outros bancos)","educação",1244,"Desconhecido/Inexistente","> 7",4,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",41,"nenhum","alugada",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",446
"447",447,"Negativo",36,"Pago em dia","carro (novo)",1842,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",4,"Carro/outro",34,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",447
"448",448,"Regular",7,"Pago em dia","rádio/televisão",2576,"< 100","1 - 4",2,"Homem"," solteiro","fiador",2,"Imóvel",35,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",448
"449",449,"Alto",12,"Pago em dia","móveis/equipamentos",1424,"Desconhecido/Inexistente","> 7",3,"Mulher","uniao registrada","nenhum",4,"Imóvel",55,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",449
"450",450,"Regular",15,"Pago mas já esteve em atraso","reparos",1512,"> 1000","1 - 4",3,"Homem","uniao registrada","nenhum",3,"Poupança/
Seguro de vida",61,"lojas","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",450
