"","status_conta","duracao_mes","hist_credito","proposito","qtdd_credito","reserva","temp_man_empr_atual","percen_tx_rendim_disp","genero","estado_civil","dev_fiadores","tempo_res_atual","patrimonio","idade_anos","outros_par","habitacao","n_creditos","status_ocupacional","n_corresponsaveis","telefone","estrangeiro","classe","ID"
"333","Regular",60,"Pago em dia","carro (novo)",7408,"100 - 500","...<1ano",4,"Mulher","uniao registrada","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",24,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Nenhum","Sim","Ruim",333
"334","Inexistente",48,"Pendente (outros bancos)","carro (usado)",11590,"100 - 500","1 - 4",2,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",24,"banco","alugada",2,"não qualificado - residente",1,"Nenhum","Sim","Ruim",334
"335","Negativo",24,"Quitados","móveis/equipamentos",4110,"< 100","> 7",3,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",23,"banco","alugada",2,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Ruim",335
"336","Negativo",6,"Pendente (outros bancos)","móveis/equipamentos",3384,"< 100","1 - 4",1,"Homem","uniao registrada","nenhum",4,"imobiliária",44,"nenhum","alugada",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",336
"337","Regular",13,"Pago em dia","rádio/televisão",2101,"< 100","...<1ano",2,"Mulher","uniao registrada","fiador",4,"contrato de poupança/seguro de vida da sociedade civil",23,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",337
"338","Negativo",15,"Pago em dia","eletrodomésticos",1275,"desconhecido/semcontapoupança","1 - 4",4,"Mulher","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",24,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",338
"339","Negativo",24,"Pago em dia","móveis/equipamentos",4169,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",28,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",339
"340","Regular",10,"Pago em dia","móveis/equipamentos",1521,"< 100","1 - 4",4,"Homem","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",31,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",340
"341","Regular",24,"Pendente (outros bancos)","educação",5743,"< 100","...<1ano",2,"Mulher","uniao registrada","nenhum",4,"desconhecido/sem propriedade",24,"nenhum","de graça",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",341
"342","Negativo",21,"Pago em dia","móveis/equipamentos",3599,"< 100","4 - 7",1,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",26,"nenhum","alugada",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",342
"343","Regular",18,"Pago em dia","rádio/televisão",3213,"500 - 1000","...<1ano",1,"Homem","uniao registrada","nenhum",3,"imobiliária",25,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",343
"344","Regular",18,"Pago em dia","negócios",4439,"< 100","> 7",1,"Homem"," solteiro","co-requerente",1,"imobiliária",33,"banco","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",344
"345","Alto",10,"Pago em dia","carro (novo)",3949,"< 100","...<1ano",1,"Homem"," solteiro","fiador",1,"contrato de poupança/seguro de vida da sociedade civil",37,"nenhum","própria",1,"não qualificado - residente",2,"Nenhum","Sim","Bom",345
"346","Inexistente",15,"Pendente (outros bancos)","rádio/televisão",1459,"< 100","1 - 4",4,"Mulher","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",43,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",346
"347","Regular",13,"Pendente (outros bancos)","rádio/televisão",882,"< 100","...<1ano",4,"Homem"," solteiro","fiador",4,"imobiliária",23,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",347
"348","Regular",24,"Pago em dia","rádio/televisão",3758,"500 - 1000","desempregado",1,"Mulher","uniao registrada","nenhum",4,"desconhecido/sem propriedade",23,"nenhum","alugada",1,"desempregado/não qualificado - não residente",1,"Nenhum","Sim","Bom",348
"349","Inexistente",6,"Pago mas já esteve em atraso","negócios",1743,"100 - 500","1 - 4",1,"Homem"," solteiro","nenhum",2,"imobiliária",34,"nenhum","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",349
"350","Regular",9,"Pendente (outros bancos)","educação",1136,"> 1000","> 7",4,"Homem"," solteiro","nenhum",3,"desconhecido/sem propriedade",32,"nenhum","de graça",2,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Ruim",350
"351","Inexistente",9,"Pago em dia","eletrodomésticos",1236,"< 100","...<1ano",1,"Mulher","uniao registrada","nenhum",4,"imobiliária",23,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",351
"352","Regular",9,"Pago em dia","móveis/equipamentos",959,"< 100","1 - 4",1,"Mulher","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",29,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Não","Ruim",352
"353","Inexistente",18,"Pendente (outros bancos)","carro (usado)",3229,"desconhecido/semcontapoupança","desempregado",2,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",38,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",353
"354","Negativo",12,"Quitados","rádio/televisão",6199,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",28,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",354
"355","Inexistente",10,"Pago em dia","educação",727,"500 - 1000","> 7",4,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",46,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",355
"356","Regular",24,"Pago em dia","carro (novo)",1246,"< 100","...<1ano",4,"Homem"," solteiro","nenhum",2,"imobiliária",23,"lojas","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",356
"357","Inexistente",12,"Pendente (outros bancos)","rádio/televisão",2331,"desconhecido/semcontapoupança","> 7",1,"Homem"," solteiro","co-requerente",4,"imobiliária",49,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",357
"358","Inexistente",36,"Pago mas já esteve em atraso","rádio/televisão",4463,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",26,"nenhum","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",358
"359","Inexistente",12,"Pago em dia","rádio/televisão",776,"< 100","1 - 4",4,"Homem","uniao registrada","nenhum",2,"imobiliária",28,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",359
"360","Negativo",30,"Pago em dia","móveis/equipamentos",2406,"< 100","4 - 7",4,"Mulher","uniao registrada","nenhum",4,"imobiliária",23,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",360
"361","Regular",18,"Pago em dia","educação",1239,"desconhecido/semcontapoupança","1 - 4",4,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",61,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",361
"362","Alto",12,"Pago em dia","rádio/televisão",3399,"desconhecido/semcontapoupança","> 7",2,"Homem"," solteiro","nenhum",3,"carro ou outro, não em conta poupança/títulos",37,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Nenhum","Sim","Bom",362
"363","Alto",12,"Pago mas já esteve em atraso","carro (novo)",2247,"< 100","1 - 4",2,"Mulher","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",36,"lojas","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",363
"364","Inexistente",6,"Pago em dia","móveis/equipamentos",1766,"< 100","1 - 4",1,"Homem","uniao registrada","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",21,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",364
"365","Negativo",18,"Pago em dia","móveis/equipamentos",2473,"< 100","desempregado",4,"Homem"," solteiro","nenhum",1,"carro ou outro, não em conta poupança/títulos",25,"nenhum","própria",1,"desempregado/não qualificado - não residente",1,"Nenhum","Sim","Ruim",365
"366","Inexistente",12,"Pago em dia","negócios",1542,"< 100","4 - 7",2,"Homem"," solteiro","nenhum",4,"carro ou outro, não em conta poupança/títulos",36,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",366
"367","Inexistente",18,"Pendente (outros bancos)","carro (usado)",3850,"< 100","4 - 7",3,"Homem"," solteiro","nenhum",1,"carro ou outro, não em conta poupança/títulos",27,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",367
"368","Negativo",18,"Pago em dia","móveis/equipamentos",3650,"< 100","...<1ano",1,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",22,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",368
"369","Negativo",36,"Pago em dia","móveis/equipamentos",3446,"< 100","> 7",4,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",42,"nenhum","própria",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Ruim",369
"370","Regular",18,"Pago em dia","móveis/equipamentos",3001,"< 100","4 - 7",2,"Mulher","uniao registrada","nenhum",4,"imobiliária",40,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",370
"371","Inexistente",36,"Pago em dia","carro (novo)",3079,"desconhecido/semcontapoupança","1 - 4",4,"Homem"," solteiro","nenhum",4,"imobiliária",36,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",371
"372","Inexistente",18,"Pendente (outros bancos)","rádio/televisão",6070,"< 100","> 7",3,"Homem"," solteiro","nenhum",4,"carro ou outro, não em conta poupança/títulos",33,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",372
"373","Inexistente",10,"Pendente (outros bancos)","móveis/equipamentos",2146,"< 100","...<1ano",1,"Mulher","uniao registrada","nenhum",3,"imobiliária",23,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",373
"374","Inexistente",60,"Pendente (outros bancos)","carro (novo)",13756,"desconhecido/semcontapoupança","> 7",2,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",63,"banco","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",374
"375","Regular",60,"Quitados","carro (usado)",14782,"100 - 500","> 7",3,"Mulher","uniao registrada","nenhum",4,"desconhecido/sem propriedade",60,"banco","de graça",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",375
"376","Negativo",48,"Quitados","negócios",7685,"< 100","4 - 7",2,"Mulher","uniao registrada","fiador",4,"carro ou outro, não em conta poupança/títulos",37,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",376
"377","Inexistente",18,"Pago mas já esteve em atraso","rádio/televisão",2320,"< 100","desempregado",2,"Homem","uniao registrada","nenhum",3,"imobiliária",34,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",377
"378","Inexistente",7,"Pago mas já esteve em atraso","rádio/televisão",846,"desconhecido/semcontapoupança","> 7",3,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",36,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",378
"379","Regular",36,"Pago em dia","carro (novo)",14318,"< 100","> 7",4,"Homem"," solteiro","nenhum",2,"desconhecido/sem propriedade",57,"nenhum","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",379
"380","Inexistente",6,"Pendente (outros bancos)","carro (novo)",362,"100 - 500","1 - 4",4,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",52,"nenhum","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",380
"381","Negativo",20,"Pago em dia","móveis/equipamentos",2212,"desconhecido/semcontapoupança","4 - 7",4,"Homem"," solteiro","nenhum",4,"carro ou outro, não em conta poupança/títulos",39,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",381
"382","Regular",18,"Pago em dia","carro (usado)",12976,"< 100","desempregado",3,"Mulher","uniao registrada","nenhum",4,"desconhecido/sem propriedade",38,"nenhum","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",382
"383","Inexistente",22,"Pago em dia","carro (novo)",1283,"desconhecido/semcontapoupança","4 - 7",4,"Mulher","uniao registrada","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",25,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",383
"384","Alto",12,"Pago em dia","carro (novo)",1330,"< 100","...<1ano",4,"Homem"," solteiro","nenhum",1,"imobiliária",26,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",384
"385","Inexistente",30,"Pago mas já esteve em atraso","negócios",4272,"100 - 500","1 - 4",2,"Homem"," solteiro","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",26,"nenhum","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",385
"386","Inexistente",18,"Pendente (outros bancos)","rádio/televisão",2238,"< 100","1 - 4",2,"Mulher","uniao registrada","nenhum",1,"carro ou outro, não em conta poupança/títulos",25,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",386
"387","Inexistente",18,"Pago em dia","rádio/televisão",1126,"desconhecido/semcontapoupança","...<1ano",4,"Mulher","uniao registrada","nenhum",2,"imobiliária",21,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",387
"388","Regular",18,"Pendente (outros bancos)","móveis/equipamentos",7374,"< 100","desempregado",4,"Homem"," solteiro","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",40,"lojas","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",388
"389","Regular",15,"Pendente (outros bancos)","negócios",2326,"500 - 1000","1 - 4",2,"Homem"," solteiro","nenhum",4,"carro ou outro, não em conta poupança/títulos",27,"banco","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",389
"390","Inexistente",9,"Pago em dia","negócios",1449,"< 100","4 - 7",3,"Mulher","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",27,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",390
"391","Inexistente",18,"Pago em dia","carro (novo)",1820,"< 100","1 - 4",2,"Homem","uniao registrada","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",30,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",391
"392","Regular",12,"Pago em dia","móveis/equipamentos",983,"> 1000","...<1ano",1,"Mulher","uniao registrada","nenhum",4,"imobiliária",19,"nenhum","alugada",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",392
"393","Negativo",36,"Pago em dia","carro (novo)",3249,"< 100","4 - 7",2,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",39,"banco","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",393
"394","Negativo",6,"Pendente (outros bancos)","rádio/televisão",1957,"< 100","4 - 7",1,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",31,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",394
"395","Inexistente",9,"Pendente (outros bancos)","móveis/equipamentos",2406,"< 100","desempregado",2,"Homem"," solteiro","nenhum",3,"carro ou outro, não em conta poupança/títulos",31,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Nenhum","Sim","Bom",395
"396","Regular",39,"Pago mas já esteve em atraso","educação",11760,"100 - 500","4 - 7",2,"Homem"," solteiro","nenhum",3,"desconhecido/sem propriedade",32,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",396
